text,slant,nonpartisan,slight-partisan,hyperpartisan
"80,000 cruise workers are still stuck aboard ships in US waters. Staff members say it's 'embarrassing' they're not allowed to disembark.",1,0,1,0
Biden’s Big Tent Trumps GOP’s Sweaty Clown Car,1,0,1,0
China's meat importers fret about delays as port runs virus tests,0,1,0,0
"Election 2020 Today: Trump, Biden make final pleas to voters",1,0,1,0
"Trump is trying to project 'invincibility' after coming down with coronavirus, critic says",0,1,0,0
Feds: California convict tried to steal $22M from PPP loans,1,0,1,0
"Trump To Block U.S. Downloads Of TikTok, WeChat",2,0,0,1
"UPDATE 4-Fed's Powell says economy in good place, warns on coronavirus",0,1,0,0
Golf: Disneyland shut down prompted PGA Tour to do the same,0,1,0,0
U.S. small firms leave $150 billion in coronavirus stimulus untapped,0,1,0,0
"5G technology will be a key part of the US Space Force mission, officials say",0,1,0,0
"Mitch Albom: Hey, President Donald Trump, her name is Gretchen Whitmer",1,0,1,0
"250,000 Bikers To Attend South Dakota's Sturgis Motorcycle Rally Despite COVID-19",2,0,0,1
"UK Foreign Minister to Meet Israeli, Palestinian Leaders on Middle East Trip",2,0,0,1
Major cruise lines could be left out of the coronavirus stimulus bailout,0,1,0,0
"Facemasks Won’t Protect From Coronavirus, Says CDC And WHO",2,0,0,1
Concerns About Coronavirus Are On The Rise Again,2,0,0,1
Tony Zosherafatain Made a Movie about Being ‘Trans in Trumpland.’ Will Hollywood Support It?,2,0,0,1
"Delta will require passengers to wear face masks, joining other airlines in guarding against coronavirus",0,1,0,0
California Governor Planning Aid for Illegal Immigrants amid Coronavirus,1,0,1,0
"ACLU sues over federal action in Portland, Oregon, protests",1,0,1,0
"WATCH: Pence Delivers Ringing Endorsement Of Police, Slashing Denunciation Of Biden At ‘Cops For Trump’ Rally",2,0,0,1
Biden faces tough choice of whether to back virus lockdowns,1,0,1,0
"Ex-Trump aide Flynn, who admitted lying to FBI, asks appeals court to toss charges",0,1,0,0
FOREX-Euro takes a breather after four-day rising streak,0,1,0,0
Romney and Trump have a long-running love-hate relationship,1,0,1,0
Pope Francis endorsed same-sex civil unions. What does this mean for LGBTQ rights in the US?,1,0,1,0
"Trump imposes new bans on Cuban rum, cigars, hotels",0,1,0,0
"In Deep Red Tennessee, Senate Candidate Marquita Bradshaw Talks Environmental Justice",2,0,0,1
AOC calls on Senate Intelligence chairman to resign for stock sell-off ahead of pandemic,1,0,1,0
"Democrats nominate Joe Biden for president, vowing to end Trump 'chaos'",1,0,1,0
Trump says Tokyo 2020 Olympics delay better than empty seats,0,1,0,0
Fact check: Ad's nepotism claim against Gov. Steve Bullock is false,1,0,1,0
Joe Biden's Transition Chair Backs Proposal to Impose Term Limits on Supreme Court,2,0,0,1
"Still hampered by virus, US casinos want aid in recovering",1,0,1,0
Back to school? Most major schools are heading toward online class as COVID-19 cases spike,1,0,1,0
"Half of Israelis support West Bank annexation, poll finds",0,1,0,0
"Hedge funds hold their nerve on China, seek opportunities",0,1,0,0
We can fix economic inequality. But we need the political will to do it.,1,0,1,0
This Face Mask Sock Hack Is So Simple – But Is It Effective?,2,0,0,1
"Covid-19 vaccine trial participant had serious neurological symptoms, but could be discharged today, AstraZeneca CEO says",0,1,0,0
Virus deaths hit new high in Texas as governor urges masks,1,0,1,0
Ruth Bader Ginsburg's death injects new urgency into Second Amendment debate amid Supreme Court battle,1,0,1,0
Letters to the Editor: One draconian law is killing the U.S. Postal Service. Rescind it,1,0,1,0
Kansas City Police Say Bricks Staged Near Protests Were ‘To Be Used During A Riot’,2,0,0,1
Trump and Biden take sharply different paths on immigration,0,1,0,0
Porn Stars Are All In on President Bernie Sanders,2,0,0,1
The Biden campaign is reaching out to Asian-Americans and Pacific Islanders with targeted ad campaign,1,0,1,0
"FDA Panel Recommends Moderna's COVID-19 Vaccine, the Second To Receive Such Approval in the U.S.",1,0,1,0
"Vulnerable Americans may need to avoid crowds, U.S. health official warns",1,0,1,0
"More Americans worry about losing wages and covering costs as coronavirus spreads, CNBC/Change Research poll finds",0,1,0,0
"As pandemic rages and we desperately need good science, Trump denigrates the true experts",1,0,1,0
SICHEL: The Big Charlottesville Lie,2,0,0,1
"House Strikes Deal On Surveillance Bill, Addressing Some Problems From Carter Page FISA Report",2,0,0,1
Lincoln Project targets 3 deep red states with million-dollar ad buy as election map ‘turning against’ Trump,1,0,1,0
"Find the right Caribbean island, from luxurious St. Barths to budget-friendly Puerto Rico",1,0,1,0
The Latest: British PM Boris Johnson tests positive,1,0,1,0
"Coronavirus updates: California, Texas, Chicago update school reopening plans; no recent deaths in Vermont",1,0,1,0
Doctors say CDC should warn people the side effects from Covid vaccine shots won't be 'a walk in the park',0,1,0,0
‘Demeaning To Women’: Joni Ernst Slams Democratic Attacks On Amy Coney Barrett,2,0,0,1
"Russia is hacking virus vaccine trials, US, UK, Canada say",1,0,1,0
‘This Is Insane’: Trevor Noah Baffled by Trump’s Mail-In Voting Confession,2,0,0,1
Iran's Khamenei denounces Israel as 'tumor' that will be eliminated,0,1,0,0
U.S. judge puts on hold House lawsuit seeking Trump tax returns,0,1,0,0
Morgan Stanley says it's time to go 'all-in' on emerging market currencies,0,1,0,0
Covid-19 testing delays create a public health nightmare as schools and workplaces try to reopen,0,1,0,0
Biden Running Virtual 2020 Campaign from Home: ‘This Is Not Politics; This Is Life’,2,0,0,1
"Federal judge halts Trump's proposed food stamp cutback for 700,000 Americans",1,0,1,0
The not-so-hidden racism behind mispronouncing Kamala Harris’s name,1,0,1,0
Federal judge delivers a blow to AG Barr in the battle against former FBI deputy director McCabe,1,0,1,0
Biden filling top White House team with campaign veterans,1,0,1,0
Trump Downplays His Relationship With Steve Bannon After Indictment,2,0,0,1
Texas orders bars shut amid surge in confirmed virus cases,1,0,1,0
Biden Campaign Breaks Record for Most Money Spent on Television Ads,2,0,0,1
"‘Rob, Replicate And Replace’: Inside China’s Meteoric Rise",2,0,0,1
Joe Biden Promises to Let Mayors Import Foreign Workers,2,0,0,1
How a New Hampshire family spent Andrew Yang&#39;s &#39;Freedom Dividend&#39;,1,0,1,0
"Coronavirus could kill more Americans than WWI, Vietnam or Korean wars, White House projection shows",0,1,0,0
US forces hit Taliban with air strikes in Helmand,1,0,1,0
Factbox: 'Mr. No': Meet the U.S. congressman asking for a vote that could delay the coronavirus bill,0,1,0,0
CBS’s Lesley Stahl Tells Pence That He And Trump ‘Have Insulted’ Her And ’60 Minutes’ Following Interview,2,0,0,1
Trump says military should consider discipline for ousted aide Vindman,0,1,0,0
Millions holed up at home as U.S. routines shift profoundly,1,0,1,0
Pete Buttigieg Unveils Plan For Protecting America’s Public Lands,2,0,0,1
"‘We’ve Got The Votes To Confirm Justice Ginsburg’s Replacement,’ Says Lindsey Graham",2,0,0,1
"BREAKING: Multiple Missiles Fired From Inside Iran At Multiple Bases, Targets Inside Iraq, Reports Say",2,0,0,1
Women Plan All-Black Community in Georgia After ‘400 Years of Racial Oppression’,2,0,0,1
Global coronavirus cases surpass 25 million: Reuters tally,0,1,0,0
"'Up is down, down is up': Trump did Russia's job for it by firing Chris Krebs, and Krebs' removal is the biggest sign of his success",1,0,1,0
Stock futures slip as Wall Street takes a breather after strong start to September,0,1,0,0
Factbox: Reaction to Trump withdrawing WHO funding,0,1,0,0
"Biden wants masks mandates nationwide, but he can't actually enforce them. Here's what he could do instead.",1,0,1,0
SpaceX presses ahead in historic 1st launch of astronauts,1,0,1,0
Martina Navratilova Says Czech Communist Leaders Cared More About People Than Trump. Here’s The Record On Czech Communist Repression. | The Daily Wire,2,0,0,1
Coronavirus dominates low-key Senate race in Virginia,1,0,1,0
Ex-GOP operative lays out how 2 tweets could bury Trump’s reelection chances,2,0,0,1
Jared Kushner-backed 'Project Airbridge' to be largely grounded,0,1,0,0
Texas relaxes more rules to further open the state economy,1,0,1,0
University of La Verne: Student Charged with Hate Crime Hoax Shows Power of Racism in America,2,0,0,1
U.S. could announce southern border restrictions to curb coronavirus - sources,0,1,0,0
Biden win over Trump in Nevada made official by court,1,0,1,0
Court orders Dakota pipeline shut in latest blow to U.S. fossil fuel projects,0,1,0,0
Salary-Sharing Spreadsheets Are So Hot Right Now. But Are They Safe?,2,0,0,1
U.S. Capitol Police Arrest 26 People Protesting Amy Coney Barrett's Nomination,2,0,0,1
European stocks close higher on vaccine hopes; URW up 21%,0,1,0,0
"U.S. troops in Germany see their fate as critical, and at stake, in presidential election",1,0,1,0
EXCLUSIVE: How Trump’s Extended Coronavirus Guidelines Could Tank The US Economy,2,0,0,1
REPORT: CNN President Jeff Zucker Considering Run For Mayor Of NYC,2,0,0,1
History of sudden market shocks shows the market is due for a big comeback,0,1,0,0
Trump Is Seething Over Having to Work With Pelosi On a Coronavirus Response,2,0,0,1
AP FACT CHECK: Distortions from a week of wild disruption,1,0,1,0
"Britain to change immigration rules if China imposes security law on Hong Kong, Johnson says",0,1,0,0
"Kirsten Johnson Killed Her Aging Father, Sort Of, And Made A Movie About It",2,0,0,1
COVID update: Pfizer vaccine under FDA review; US deaths hit record,1,0,1,0
"Trump gives credence to false, racist Harris conspiracy",0,1,0,0
Democrats renew calls for Barr to resign after DOJ drops Flynn case,0,1,0,0
U.S. companies kept shipping masks overseas even as hospitals ran out and despite warnings,1,0,1,0
"Some shoppers are shunning foreign goods due to virus risk, research claims",0,1,0,0
McConnell says Senate will vote on Trump's nominee to fill Ruth Bader Ginsburg's Supreme Court seat,1,0,1,0
Top Republicans call to punish social media sites for limiting reach of dubious Biden exposé,2,0,0,1
"'We do a lot of crying': American couple in quarantine for coronavirus separated in Japan, US",1,0,1,0
Laura Ingraham On Fauci’s Latest Warning: ‘The Medical Deep State Strikes Again’,2,0,0,1
"As fires rage in California, the air is increasingly unhealthy – even worse than India. And that's not good in a pandemic.",1,0,1,0
&#39;A very bad example&#39;: China accuses US of spreading fear about coronavirus after travel advisory,1,0,1,0
Religion scholar: Referring to the ‘cult of Trump’ isn’t helpful,2,0,0,1
"Coronavirus chaos in Georgia, Wisconsin a 'warning sign' for Democrats",1,0,1,0
Here's how Ivanka Trump reacted to a bombshell report about a criminal investigation involving her,2,0,0,1
"Soros Takes A Page Out Of Liz Warren&#8217;s Playbook, Says Facebook And Trump Are Conspiring To Win Reelection",2,0,0,1
Injured cruise ship worker ‘forgotten’ after seven months in South Florida hotels,1,0,1,0
Coronavirus Case Numbers Shot Up by at Least 10 Percent in 21 States Last Week,2,0,0,1
Biden Claims Russian Bots Have Been Attacking Him,2,0,0,1
"Coronavirus updates: Nevada, New Mexico renew restrictions; Kentucky requires masks starting Friday; Oregon reports largest daily case count",1,0,1,0
COVID-19 coverage safety net has plenty of holes in US,1,0,1,0
Protesters sue Trump administration over Portland tactics,1,0,1,0
The 'moderate' rot at the top of the Democratic Party,2,0,0,1
Trump backs off plan to reopen businesses by mid-April amid coronavirus warnings,0,1,0,0
Donald Trump Slams Joe Biden's Claim That 'America Was an Idea',2,0,0,1
Trump Acquitted From Democrats’ Partisan Articles Of Impeachment,2,0,0,1
&#39;We are floating around the ocean&#39;: Cruise ship with no coronavirus shut out of ports,1,0,1,0
"The CDC banned evictions, but some renters are still vulnerable",0,1,0,0
Brazil’s Jair Bolsonaro Is The Far-Right Authoritarian He Promised He’d Be,2,0,0,1
Trump mulling proposals in response to Floyd's death: White House,0,1,0,0
Zimbabwe summons US envoy over White House adviser's comment,1,0,1,0
Coronavirus updates: Visitors flock to Jacksonville beaches after they reopen for exercise and activity,0,1,0,0
U.S. dropping criminal case against ex-Trump adviser Flynn: AP,0,1,0,0
Money promised to combat US overdose crisis sits unused,1,0,1,0
"China's total coronavirus deaths hit 259 by end of Jan. 31, up 46: state media",0,1,0,0
U.S. paying Russia for entire planeload of coronavirus equipment: U.S. official,0,1,0,0
Democrats Erupt After Scientist Behind Iran’s ‘Clandestine Nuclear Ambitions’ Is Killed,2,0,0,1
Biden is at risk of falling into the McConnell trap,2,0,0,1
Kobach: The Supreme Court’s Convoluted Reasoning in the DACA Case,2,0,0,1
Key air monitors offline after Laura hits Louisiana gas hub,1,0,1,0
Dr. Oz: Coronavirus ‘Worry and Panic’ Will Be ‘Worse’ Than Disease Itself,2,0,0,1
Idled Venezuelan floating oil facility under repairs amid environmental concerns - source,0,1,0,0
"Bice defeats Horn, wins back Oklahoma’s lone Democratic seat",1,0,1,0
Alec Baldwin Declares Trump Has Destroyed America and Its Reputation as a Beacon of Humanity,2,0,0,1
"Charlize Theron, Jay-Z and more demand DOJ reopen case of Black student killed by police",1,0,1,0
"Biden, Sanders lead field in new poll ahead of Monday's Iowa caucuses",0,1,0,0
Former U.S. Postal Service governor accuses Trump administration of politicizing agency,1,0,1,0
Father of child killed in Iraq massacre says Trump’s Blackwater pardons ‘broke my life again’,1,0,1,0
U.S. Soccer working to rebuild reputation with women's team,0,1,0,0
‘What fascism looks like’: Trump and Barr to deploy more federal agents to U.S. cities,2,0,0,1
TikTok launches U.S. elections guide to combat misinformation,0,1,0,0
"White House report calls China's lack of transparency threat to U.S. interests, officials say",1,0,1,0
Murals of George Floyd emerge around the world,0,1,0,0
Trump blasts 'weak' states for allowing targeting of statues to happen in Fox News interview,1,0,1,0
Local Reporter To Biden: Viewers Want To Know Your Court-Packing Stance. Biden: &#039;I&#039;m Not Going To Play Trump&#039;s Game&#039; | The Daily Wire,2,0,0,1
U.S. gun-control advocacy group to spend $8 million on Texas political campaigns,0,1,0,0
Democrat Biden visits site of police brutality protest in Delaware,0,1,0,0
