text,sentiment,negative,neutral,positive
"(VIDEO: McCain: 'Clear' Rice was 'incorrect') ""In the course of the meeting, we explained that the talking points provided by the intelligence community, and the initial assessment upon which they were based, were incorrect in a key respect: there was no protest or demonstration in Benghazi,"" Rice said.",0,1,0,0
Lindsey Graham (R-South Carolina) applauded Sessions' move on Twitter.,2,0,0,1
He conceded then that “we have not yet proven . . . that Albany writ large can be trusted.”,1,0,1,0
Mr. Obama also issued a strong and timely challenge to Congress to approve a new legal authorization for the military campaign that was launched in August 2014.,2,0,0,1
"Considering the role that preachers have in American communities and the work Rodriguez has been engaged in, his perspective on this front is important.",2,0,0,1
"Former president Jimmy Carter told Fox News Trump “made a mistake” with the tweet that made no mention of McCain’s military and political service, adding on the MSNBC that the subsequent official statement was “still not as enthusiastic as it should be”.",0,1,0,0
Although he found Rep.,1,0,1,0
"The president attacked the fired FBI director again Sunday tweeting, ""I believe the James Comey leaks will be far more prevalent than anyone ever thought possible.",0,1,0,0
Anwar went into hiding after an investigation found him guilty of murdering model Naqeebullah Mehsud in what it deemed was a staged shootout.,0,1,0,0
"Shortly after the shooting, investigators were notified that a man had arrived at NewYork-Presbyterian Hospital/Columbia University Medical Center with a gunshot wound to his back, Mr. Bratton said.",1,0,1,0
"Related: Trump threatens China with new $100 billion tariff plan
The market is fragile as China and the United States exchange threats on tariffs.",0,1,0,0
"Speaking out against him, employees felt, might mean destabilizing The Nation Institute.",0,1,0,0
"‘Oh, for heaven’s sake,’ he says.",1,0,1,0
"Awan, who was arrested last summer at Dulles International Airport before trying to board a flight to Pakistan, worked as a technology employee to top Democrats, including Florida Rep.",0,1,0,0
"Top congressional leaders were also briefed on the situation with Iran, but were not told whether the Trump administration would issue a strike against the country.",1,0,1,0
"Those who switch to river water would have to build new treatment plants because river water must be treated differently than groundwater, he said.",1,0,1,0
"But John Yoo, a law professor at the University of California, Berkeley, said Mr. Obama’s intention in this instance wasn’t to carry out the law, but rather to undermine it by halting deportations — and granting a future get-out-of-jail card.",0,1,0,0
"""I am disappointed, but not surprised by Ben Quayle's behavior in Israel,"" he said.",0,1,0,0
"""She had no idea what occurred from late Monday afternoon to Tuesday when a search for her began and to Wednesday when her body was found,"" Snelling said.",1,0,1,0
The Honda and the Waymo vehicle had significant damage.,1,0,1,0
"Vargas tweeted:
It is disturbing that Rep.",1,0,1,0
"A South Side native, Chico notes that he has also lived in multiple city neighborhoods on the North and Near West sides.",1,0,1,0
He's a soldier's scholar who earned a Ph.D in military history from the University of North Carolina.,2,0,0,1
"Poll: Trump, Democrats and GOP all unpopular",0,1,0,0
"“I haven’t even thought about it in that way and I know,” he said on CNN’s “State of the Union.”",1,0,1,0
"Because if real men do not attack women, Cruz is fake as hell.",0,1,0,0
"Another image shows a printed photo of the two activists and McCarthy that contained the message ""it was good to visit with you in DC.""",2,0,0,1
"“The days of the Jewish people remaining passive in the face of genocidal enemies, those days are over,” Netanyahu said.",2,0,0,1
Marriott and Pentair rise while Hertz and Tegna skid,0,1,0,0
"The missiles were launched from U.S. destroyers USS Porter and Ross, which were in the Eastern Mediterranean Sea at the time, he said.",1,0,1,0
"Hassan Rouhani’s comments come as US President Donald Trump appeared to be stepping back from his campaign pledge to rip up the deal, instead aiming to take other measures against Iran.
advertisement
“We have achieved benefits that are irreversible.",0,1,0,0
"Juan Jose was headed to Birmingham, Alabama, to join his brother.",1,0,1,0
"Joined in the studio now by NPR's Shannon Van Sant, who's been reporting on that shooting in Pittsburgh.",1,0,1,0
She defended her own judgment and said: “I think you need to have the judgment on day one to be both president and commander-in-chief.”,2,0,0,1
He also took a jab at Trump for his attacks on Baltimore and Rep.,0,1,0,0
Former GOP presidential candidate Newt Gingrich simply pointed a finger at Clinton in an email response to Trump’s comments.,0,1,0,0
"Pope Francis’ comments Monday even came as he was unveiling a new statue of Pope Benedict XVI, honoring him for his leadership.",2,0,0,1
"The conversation between Trump and Erdogan was the first since the president's inauguration nearly three weeks ago.
Officials at Erdogan's office did not immediately provide details on their discussions when asked by the Associated Press.",1,0,1,0
But the view of Assad's future as articulated by Haley was the one praised by Sen.,1,0,1,0
He was inducted into the institute's Hall of Fame in October 2010.,2,0,0,1
A spokesman for Barzani regretted that Talabani’s “wisdom and excellent co-operation” would no longer be available in the aftermath of the vote.,1,0,1,0
Leaked documents reveal sexual harassment by John Conyers ... and Congress' broken system,0,1,0,0
"“He led a walkout of Republicans to try and unseat McCloskey.”
1974 U.S Senate race in New Hampshire
In what is considered the closest U.S. Senate election in history, Republican Louis C. Wyman battled for an open seat against his Democratic opponent John A. Durkin who, after a lengthy and intense battle, would eventually become the victor following a special election.",1,0,1,0
"Mark Begich (D-Alaska), has called for President Barack Obama's impeachment, his campaign said this week.",0,1,0,0
Herod was right: Jesus is a political threat.,0,1,0,0
Police say deh di shine eye for Cameroon Pidgin News Presenter Samuel Wazizi e mata wey dem arrest since Friday August 2.,1,0,1,0
"He added that Drake ""had no criminal history"" and he ""named his guns.",1,0,1,0
Justin Amash said a request from Pentagon chief James Mattis prompted his vote to preserve former President Barack Obama’s pro-transgender policies in the military.,1,0,1,0
"He needed to shine to gain traction, but didn’t.",0,1,0,0
"""Al-Shabab has pledged allegiance to Al Qaeda and is dedicated to providing safe haven for terrorist attacks throughout the world.",0,1,0,0
"— Donald J. Trump (@realDonaldTrump) November 3, 2017 The sentence also reduced Bergdahl’s rank from sergeant to private and will require him to relinquish $1,000 from his salary for each of the next 10 months.",0,1,0,0
Current Clerk Nancy Schultz Voots announced she is retiring at the end of her fourth term in 2018.,1,0,1,0
"It was a long process, Hildegard recalled, that included lots of health checkups, lots of questioning and her marriage to Nick.",1,0,1,0
"Before serving as labor secretary, Chao ran the United Way of America, was director of the Peace Corps and served as deputy treasury secretary under President George H.W. Bush.",2,0,0,1
Lind said in the post that security staff working for Bush told her she should not have stood next to him during the photos.,1,0,1,0
"Like many targets of FBI sting operations, he ran into logistical problems that might have prevented him from carrying out an attack.",0,1,0,0
"George P. Bush told ABC’s “This Week” that his father is “still assessing” a presidential bid, but it seems more likely he’ll seek the presidency this time.",1,0,1,0
